incident_id,date,lon,lat,depth_cm,damage_kvs,cause,injuries
FI0363,2015-10-25,14.057785,41.69162,,856.7,river_overflow,0
FI0364,2020-12-25,13.881595,41.77218,20.0,165.0,river_overflow,0
FI0365,2016-12-19,13.998394,41.70187,42.0,408.7,drainage_failure,0
FI0366,2020-05-24,14.148181,41.641917,158.2,975.9,river_overflow,0
FI0367,2023-08-26,13.962686,41.693741,16.4,114.6,flash_flood,0
FI0368,2023-04-19,13.905424,41.806136,43.5,435.1,coastal_surge,0
FI0369,2016-04-14,14.172752,41.652419,16.3,256.2,river_overflow,0
FI0370,2024-03-09,13.957074,41.714572,112.7,1045.8,river_overflow,0
FI0371,2021-03-12,13.925817,41.793363,36.7,763.5,drainage_failure,0
FI0372,2020-06-21,13.977624,41.691599,12.8,217.8,drainage_failure,1
FI0373,2020-08-04,14.021698,41.705337,,291.1,river_overflow,0
FI0374,2016-02-23,13.95237,41.68441,20.0,236.5,river_overflow,0
FI0375,2015-10-19,14.222797,41.685814,44.7,1457.7,flash_flood,1
FI0376,2019-05-01,13.969723,41.808631,,236.1,coastal_surge,0
FI0377,2019-06-24,13.977829,41.692373,71.8,530.5,drainage_failure,0
FI0378,2019-02-23,14.183616,41.633061,49.9,640.9,flash_flood,0
FI0379,2023-04-03,14.038393,41.701058,31.7,298.3,flash_flood,0
FI0380,2019-06-19,14.007081,41.712356,118.9,1025.7,drainage_failure,0
FIX001,2023-05-03,41.780369,13.944186,48.6,425.0,river_overflow,0
FIX002,2020-05-16,41.772319,13.934419,28.0,-1.0,river_overflow,0
FIX003,2021-03-07,41.707404,14.245085,,230.9,flash_flood,0
FIX004,2016-12-27,41.551664,14.029446,60.9,566.2,river_overflow,0
FIX005,2021-01-03,41.695848,14.084448,,1708.0,river_overflow,0
FIX006,2021-05-02,41.640657,14.184663,42.8,497.6,drainage_failure,0
FIZ001,2018-08-17,0.0,0.0,63.4,2148.9,flash_flood,0
FIZ002,2019-04-28,0.0,0.0,41.6,-1.0,flash_flood,0
FIZ003,2024-06-13,0.0,0.0,96.0,2512.4,river_overflow,0
FIZ004,2017-01-24,0.0,0.0,39.3,1707.4,drainage_failure,0
FIO001,2021-10-25,2.35,48.85,58.0,226.1,river_overflow,0
FIO002,2015-02-10,3.35,49.85,72.8,265.7,river_overflow,0
FIO003,2022-11-07,4.35,50.85,99.4,822.5,flash_flood,0
