station_id,date,pm25_ugm3,rainfall_mm,temp_c
ST017,2024-10-01,12.54,57.7,15.72
ST017,2024-11-01,,43.9,11.57
ST017,2024-12-01,16.28,62.2,8.71
ST018,2022-01-01,22.36,44.6,9.06
ST018,2022-02-01,24.86,58.9,8.33
ST018,2022-03-01,24.27,37.8,13.21
ST018,2022-04-01,21.1,45.5,18.13
ST018,2022-05-01,18.86,36.7,18.95
ST018,2022-06-01,15.36,38.5,24.3
ST018,2022-07-01,12.44,15.9,24.58
ST018,2022-08-01,14.96,34.7,22.7
ST018,2022-09-01,17.56,33.0,22.25
ST018,2022-10-01,19.04,45.0,17.49
ST018,2022-11-01,19.27,94.3,12.99
ST018,2022-12-01,20.49,70.4,8.34
ST018,2023-01-01,21.1,61.7,8.84
ST018,2023-02-01,24.09,73.4,9.01
ST018,2023-03-01,20.13,53.0,12.35
ST018,2023-04-01,16.98,76.9,15.54
ST018,2023-05-01,13.97,28.9,22.7
ST018,2023-06-01,16.06,27.6,24.96
ST018,2023-07-01,13.83,17.4,24.95
ST018,2023-08-01,11.57,19.5,23.14
ST018,2023-09-01,18.65,36.5,19.07
ST018,2023-10-01,17.9,31.4,14.15
ST018,2023-11-01,18.69,52.1,13.21
ST018,2023-12-01,18.43,43.2,10.23
ST018,2024-01-01,17.16,61.4,10.53
ST018,2024-02-01,21.89,68.3,9.22
ST018,2024-03-01,21.61,57.3,9.81
ST018,2024-04-01,,33.0,16.4
ST018,2024-05-01,16.35,25.5,21.56
ST018,2024-06-01,13.99,17.5,23.56
ST018,2024-07-01,16.94,21.0,26.08
ST018,2024-08-01,17.4,31.0,25.06
ST018,2024-09-01,17.78,38.3,20.32
ST018,2024-10-01,18.01,-999.0,18.82
ST018,2024-11-01,18.55,40.1,12.42
ST018,2024-12-01,17.49,80.0,7.98
ST019,2022-01-01,15.31,123.4,4.09
ST019,2022-02-01,10.85,89.4,3.36
ST019,2022-03-01,5.86,72.5,8.63
ST019,2022-04-01,,90.7,12.52
ST019,2022-05-01,8.89,42.3,15.52
ST019,2022-06-01,4.97,33.0,20.45
ST019,2022-07-01,1.25,30.6,20.96
ST019,2022-08-01,2.09,47.0,19.09
ST019,2022-09-01,3.81,34.7,17.36
ST019,2022-10-01,8.47,37.7,12.74
ST019,2022-11-01,11.25,123.4,8.57
ST019,2022-12-01,11.16,102.1,6.18
ST019,2023-01-01,12.02,122.6,3.25
ST019,2023-02-01,10.11,142.0,5.3
ST019,2023-03-01,6.72,136.0,10.99
ST019,2023-04-01,5.4,82.2,10.97
ST019,2023-05-01,1.0,-999.0,17.19
ST019,2023-06-01,2.56,33.3,18.98
ST019,2023-07-01,4.87,25.8,20.74
ST019,2023-08-01,6.86,24.8,19.62
ST019,2023-09-01,7.99,60.7,15.45
ST019,2023-10-01,11.73,85.1,12.24
ST019,2023-11-01,7.8,135.3,8.39
ST019,2023-12-01,9.89,110.8,6.11
ST019,2024-01-01,9.51,83.3,4.07
ST019,2024-02-01,8.12,163.0,4.98
ST019,2024-03-01,7.0,150.9,7.22
ST019,2024-04-01,10.73,146.1,11.04
ST019,2024-05-01,5.08,54.1,16.2
ST019,2024-06-01,3.2,25.0,20.41
ST019,2024-07-01,2.26,37.7,22.26
ST019,2024-08-01,1.39,32.6,20.54
ST019,2024-09-01,4.58,49.0,16.21
ST019,2024-10-01,8.57,164.4,13.42
ST019,2024-11-01,7.24,136.6,7.09
ST019,2024-12-01,12.23,45.6,7.03
ST020,2022-01-01,5.94,102.9,7.14
ST020,2022-02-01,11.18,193.6,8.39
ST020,2022-03-01,8.1,82.2,10.09
ST020,2022-04-01,5.95,66.4,14.97
ST020,2022-05-01,2.87,68.9,19.11
ST020,2022-06-01,8.7,31.8,21.87
ST020,2022-07-01,1.0,29.6,24.63
ST020,2022-08-01,3.71,-999.0,22.78
ST020,2022-09-01,5.54,25.3,19.49
ST020,2022-10-01,,95.5,15.8
ST020,2022-11-01,11.21,43.2,10.88
ST020,2022-12-01,7.08,82.2,7.64
ST020,2023-01-01,8.78,70.5,6.59
ST020,2023-02-01,,29.5,8.0
ST020,2023-03-01,7.68,58.3,10.1
ST020,2023-04-01,10.19,35.2,15.59
ST020,2023-05-01,4.03,26.1,19.6
ST020,2023-06-01,4.2,32.4,23.28
ST020,2023-07-01,4.11,18.8,24.84
ST020,2023-08-01,1.0,-999.0,22.95
ST020,2023-09-01,2.84,35.9,19.3
ST020,2023-10-01,6.55,32.9,16.39
ST020,2023-11-01,5.82,138.2,11.79
ST020,2023-12-01,11.38,73.2,7.98
ST020,2024-01-01,11.36,98.1,6.31
ST020,2024-02-01,15.02,136.4,7.66
ST020,2024-03-01,11.59,72.4,11.07
ST020,2024-04-01,7.24,65.3,15.84
ST020,2024-05-01,4.7,35.5,20.45
ST020,2024-06-01,1.9,44.4,21.31
ST020,2024-07-01,2.63,31.3,25.12
ST020,2024-08-01,3.65,38.1,21.12
ST020,2024-09-01,4.97,67.2,19.5
ST020,2024-10-01,7.14,57.7,15.05
ST020,2024-11-01,5.88,65.9,11.37
ST020,2024-12-01,10.88,69.4,8.1
ST021,2022-01-01,27.64,63.4,9.02
ST021,2022-02-01,19.44,64.2,8.76
ST021,2022-03-01,16.61,91.3,13.37
ST021,2022-04-01,19.57,54.7,17.66
ST021,2022-05-01,16.12,18.1,21.0
ST021,2022-06-01,19.93,13.3,23.97
ST021,2022-07-01,14.83,15.9,24.65
ST021,2022-08-01,14.57,39.2,25.77
ST021,2022-09-01,14.74,38.8,20.52
ST021,2022-10-01,19.43,77.8,17.72
ST021,2022-11-01,26.53,55.0,12.67
ST021,2022-12-01,21.69,61.2,8.76
ST021,2023-01-01,24.49,78.6,8.94
ST021,2023-02-01,23.66,86.7,9.33
ST021,2023-03-01,18.82,54.5,14.68
ST021,2023-04-01,22.22,-999.0,18.19
ST021,2023-05-01,19.08,31.7,22.24
ST021,2023-06-01,18.12,26.7,25.98
ST021,2023-07-01,,33.0,24.61
ST021,2023-08-01,16.03,24.5,25.16
ST021,2023-09-01,,31.3,23.32
ST021,2023-10-01,20.31,-999.0,15.64
ST021,2023-11-01,25.78,140.8,13.06
ST021,2023-12-01,24.02,97.1,8.45
ST021,2024-01-01,23.21,54.5,9.39
ST021,2024-02-01,26.12,54.8,10.44
ST021,2024-03-01,24.93,39.7,14.15
ST021,2024-04-01,14.48,96.9,17.28
ST021,2024-05-01,17.28,44.1,22.63
ST021,2024-06-01,18.34,21.7,23.3
ST021,2024-07-01,19.15,21.1,26.7
ST021,2024-08-01,13.58,25.8,25.55
ST021,2024-09-01,18.22,51.3,23.65
ST021,2024-10-01,21.05,38.6,15.08
ST021,2024-11-01,21.35,47.6,12.56
ST021,2024-12-01,28.49,56.9,10.07
ST022,2022-01-01,15.21,54.2,7.17
ST022,2022-02-01,15.27,52.3,7.7
ST022,2022-03-01,12.25,65.6,11.67
ST022,2022-04-01,11.9,-999.0,14.46
ST022,2022-05-01,10.12,41.6,19.68
ST022,2022-06-01,10.87,23.7,22.99
ST022,2022-07-01,10.93,29.3,23.87
ST022,2022-08-01,10.18,16.4,24.26
ST022,2022-09-01,7.75,44.1,19.82
ST022,2022-10-01,12.49,40.6,17.58
ST022,2022-11-01,15.11,25.5,11.36
ST022,2022-12-01,12.9,68.3,8.7
ST022,2023-01-01,17.45,40.0,6.77
ST022,2023-02-01,14.41,110.7,9.19
ST022,2023-03-01,12.18,34.6,11.64
ST022,2023-04-01,10.49,42.7,18.11
ST022,2023-05-01,10.14,46.6,21.28
ST022,2023-06-01,11.3,23.0,22.38
ST022,2023-07-01,4.7,21.6,24.64
ST022,2023-08-01,12.27,31.4,24.12
ST022,2023-09-01,11.35,58.0,20.32
ST022,2023-10-01,13.22,42.9,15.06
ST022,2023-11-01,14.96,27.4,11.35
ST022,2023-12-01,17.69,87.1,8.25
ST022,2024-01-01,17.46,72.8,7.45
ST022,2024-02-01,17.11,69.1,7.15
ST022,2024-03-01,12.22,32.3,12.43
ST022,2024-04-01,,38.8,16.65
ST022,2024-05-01,10.02,40.8,19.62
ST022,2024-06-01,7.84,17.5,23.05
ST022,2024-07-01,10.64,17.7,23.95
ST022,2024-08-01,8.26,11.2,22.16
ST022,2024-09-01,,30.7,20.25
ST022,2024-10-01,9.63,77.1,15.65
ST022,2024-11-01,11.42,36.7,12.48
ST022,2024-12-01,15.64,56.7,9.29
ST023,2022-01-01,10.34,139.7,6.01
ST023,2022-02-01,9.36,85.6,7.82
ST023,2022-03-01,9.44,66.7,10.48
ST023,2022-04-01,6.71,58.8,13.03
ST023,2022-05-01,3.35,64.4,17.49
ST023,2022-06-01,6.41,43.3,21.43
ST023,2022-07-01,4.52,34.8,22.85
ST023,2022-08-01,3.14,22.9,20.7
ST023,2022-09-01,3.79,-999.0,18.08
ST023,2022-10-01,11.91,83.6,15.81
ST023,2022-11-01,7.56,61.3,10.77
ST023,2022-12-01,12.3,113.4,5.78
ST023,2023-01-01,11.07,119.5,5.59
ST023,2023-02-01,12.08,39.6,5.69
ST023,2023-03-01,9.6,105.9,9.99
ST023,2023-04-01,7.96,63.5,15.8
ST023,2023-05-01,4.55,32.7,17.17
ST023,2023-06-01,2.38,57.7,20.01
ST023,2023-07-01,3.32,21.2,23.09
ST023,2023-08-01,6.88,41.6,21.16
ST023,2023-09-01,3.44,26.6,16.84
ST023,2023-10-01,4.87,39.3,15.24
ST023,2023-11-01,11.28,100.7,11.34
ST023,2023-12-01,9.14,79.5,9.49
ST023,2024-01-01,14.2,111.3,4.29
ST023,2024-02-01,14.96,88.0,6.25
ST023,2024-03-01,12.48,108.9,9.94
ST023,2024-04-01,9.54,57.3,15.23
ST023,2024-05-01,4.38,39.4,19.47
ST023,2024-06-01,1.0,21.3,21.39
ST023,2024-07-01,1.51,25.9,23.04
ST023,2024-08-01,4.14,28.9,22.18
ST023,2024-09-01,,38.3,18.33
ST023,2024-10-01,7.22,-999.0,14.64
ST023,2024-11-01,9.48,60.8,8.59
ST023,2024-12-01,6.21,132.1,7.19
ST024,2022-01-01,12.68,68.3,6.81
ST024,2022-02-01,8.08,53.2,7.57
ST024,2022-03-01,17.83,37.1,11.45
ST024,2022-04-01,14.14,42.6,15.1
ST024,2022-05-01,11.17,31.8,19.45
ST024,2022-06-01,8.73,17.8,23.34
ST024,2022-07-01,4.88,20.9,23.49
ST024,2022-08-01,8.8,29.2,24.56
ST024,2022-09-01,4.69,27.7,19.32
ST024,2022-10-01,13.15,44.1,14.86
ST024,2022-11-01,,67.4,11.27
ST024,2022-12-01,14.19,101.7,7.56
ST024,2023-01-01,16.56,59.0,7.58
ST024,2023-02-01,12.68,52.3,6.92
ST024,2023-03-01,11.03,47.3,12.86
ST024,2023-04-01,13.51,40.4,16.38
ST024,2023-05-01,8.64,-999.0,21.22
ST024,2023-06-01,10.0,14.5,21.54
ST024,2023-07-01,10.21,17.4,22.86
ST024,2023-08-01,10.78,18.7,21.44
ST024,2023-09-01,9.17,32.6,20.16
ST024,2023-10-01,11.94,-999.0,15.18
ST024,2023-11-01,15.33,45.2,10.43
ST024,2023-12-01,11.81,80.2,9.07
ST024,2024-01-01,15.85,72.0,6.99
ST024,2024-02-01,17.31,52.3,6.72
ST024,2024-03-01,11.03,42.8,11.64
ST024,2024-04-01,10.62,30.9,16.42
ST024,2024-05-01,8.65,19.5,19.64
ST024,2024-06-01,10.76,28.3,22.95
ST024,2024-07-01,3.0,19.8,25.48
ST024,2024-08-01,6.17,11.9,23.26
ST024,2024-09-01,12.28,33.4,20.72
ST024,2024-10-01,13.72,34.2,15.4
ST024,2024-11-01,15.95,41.9,11.8
ST024,2024-12-01,15.12,92.5,9.66
ST001,2022-08-01,14.4,-999.0,25.1
ST014,2024-10-01,5.87,100.4,13.45
